Transaction_ID,User_ID,Normalized_Transaction_Amount
T8893,2912,0.05951753
T8895,2092,0.092263353
T8898,1787,0.089038058
T8902,4841,0.057118962
T8903,4676,0.068888968
T8911,1616,0.012880976
T8913,1066,0.073131418
T8917,3815,0.063321514
T8926,4980,0.089377511
T8931,1548,0.058921639
T8940,1571,0.002125126
T8942,2638,0.099078999
T8944,2855,0.033413126
T8949,4277,0.074755467
T8957,3795,0.028244733
T8958,4254,0.067868611
T8965,3918,0.06303647
T8969,2605,0.021544105
T8971,3745,0.090562292
T8975,3933,0.011520967
T8984,1893,0.070224772
T8988,1383,0.095672676
T8989,3263,0.038837158
T8993,1216,0.010640832
T8995,3998,0.01362429
T9004,4613,0.043732509
T9007,2167,0.046778176
T9009,2013,0.081034231
T9011,2714,0.032690615
T9028,4992,0.062181339
T9036,2944,0.021574109
T9040,4223,0.009817706
T9042,4609,0.071991243
T9045,3941,0.055490312
T9049,2098,0.080717582
T9054,4673,0.026307836
T9067,4797,0.048755879
T9068,2082,0.036209555
T9072,4968,0.008338079
T9074,1190,0.014990099
T9075,2223,0.077800935
T9077,1707,-0.000109417
T9084,2542,0.079961466
T9085,3330,0.084244723
T9087,2754,0.012374098
T9103,2722,0.084126105
T9114,2469,0.043878531
T9117,4341,0.011128107
T9132,1717,0.092233949
T9133,4569,0.033210695
T9135,4150,0.056813715
T9140,3851,0.045032708
T9145,1701,0.051197854
T9149,4937,0.03917941
T9153,2724,0.010252573
T9161,1545,0.004578302
T9164,2259,0.038223263
T9167,4420,0.028410558
T9178,3061,1
T9180,4418,0.003663162
T9181,3357,0.048901902
T9182,3433,0.052986528
T9187,4639,0.026486063
T9189,4164,0.091041566
T9192,4516,0.066858856
T9193,1756,0.037444944
T9202,1938,0.037716386
T9209,1596,0.087199176
T9220,2551,0.093457736
T9229,2857,-0.000109417
T9230,1264,0.087444214
T9231,4946,0.07568561
T9232,3659,0.030950548
T9234,3879,-0.000109417
T9237,3721,0.061131778
T9239,1156,0.025439302
T9246,4008,0.036082735
T9250,1215,0.051030428
T9254,4153,0.035150392
T9256,2706,0.009543064
T9276,3060,0.076916199
T9278,2041,0.060074215
T9281,3160,0.058327347
T9288,2102,0.043070607
T9294,3809,0.091846889
T9300,3295,0.010000734
T9303,4846,0.062807235
T9306,1469,0.029368705
T9307,4577,0.083615627
T9308,1192,-0.000109417
T9321,2454,0.072759961
T9329,3579,0.028952241
T9331,2434,0.0717098
T9333,4136,0.086291837
T9339,4502,0.073294643
T9342,4902,0.030734315
T9344,1950,0.07360149
T9351,1458,0.017973957
T9353,3173,0.067005679
T9355,2522,0.099830114
T9360,2566,0.08617802
T9367,2317,1
T9372,2133,0.022172201
T9373,4511,0.071470764
T9385,3900,0.025184663
T9387,3757,0.046309104
T9388,2956,0.052912517
T9393,3836,0.061164783
T9394,2972,0.008949773
T9396,1491,0.038965377
T9400,2703,0.046007057
T9401,3585,0.058955444
T9404,1064,0.043253835
T9406,1585,0.076199289
T9412,1534,0.065586061
T9434,3699,0.087755062
T9435,2861,0.013747509
T9436,2173,0.026002389
T9439,4411,0.009551065
T9446,3258,0.037713185
T9453,2433,0.077519692
T9459,3841,0.060984355
T9467,1184,0.006522401
T9473,4680,0.070344991
T9475,1598,0.012411904
T9482,4618,0.005178394
T9484,3626,0.047777329
T9485,2878,0.072047052
T9487,1545,0.052325827
T9488,2632,0.026332639
T9491,4734,0.086610686
T9501,4072,0.025279478
T9514,1916,0.02750782
T9517,4280,0.071786012
T9528,3600,0.03096515
T9535,4903,0.03767698
T9536,4565,-0.000109417
T9541,1638,0.073529479
T9542,4363,0.083576821
T9543,3161,0.07151497
T9547,4672,0.074893289
T9560,1426,0.091427825
T9562,4237,0.021229857
T9563,1040,0.023415792
T9582,4408,0.026385247
T9587,2117,0.061643456
T9598,4948,0.048607456
T9599,1912,0.075759622
T9605,1556,0.027664844
T9611,1156,0.084061495
T9618,4959,0.068374289
T9628,1996,0.016400116
T9635,2177,0.03337432
T9636,1153,0.037578365
T9641,2503,0.08826494
T9647,1786,0.063324914
T9649,3027,0.014918689
T9664,4701,0.054897221
T9666,2069,0.00743134
T9676,4608,0.067694584
T9683,4228,0.071177319
T9689,2359,0.019677419
T9693,3858,0.050360325
T9695,1089,0.02079439
T9697,1198,0.098830561
T9701,1300,0.017959555
T9703,2598,0.033458333
T9707,4836,0.073224433
T9712,1619,0.037357731
T9714,2584,0.09849851
T9716,1729,0.005551852
T9719,3828,0.069869318
T9723,3657,0.011205719
T9724,3795,0.085634936
T9726,3708,0.064251256
T9730,2959,0.063461335
T9736,4276,0.083082745
T9750,4879,0.011676791
T9752,2535,0.092150536
T9762,2996,0.073813723
T9763,2215,0.062104127
T9764,4427,0.038611723
T9775,1479,0.097469952
T9779,3131,0.061868291
T9781,3612,0.094205051
T9782,3666,0.091430225
T9786,1442,0.02255726
T9787,4140,0.018730073
T9790,1191,0.091573047
T9799,2410,0.065673874
T9801,2989,0.017266849
T9807,1888,0.009828308
T9811,2641,0.082521859
T9812,1471,-0.000109417
T9818,2037,0.023831056
T9824,4309,0.017033013
T9825,1545,0.042490718
T9840,2420,0.068993184
T9846,4203,0.015504178
T9849,1018,0.033763179
T9859,4338,0.07203405
T9861,4512,0.074172378
T9869,3683,0.065698478
T9873,1468,0.059339903
T9876,2031,0.086981143
T9885,2777,0.051844553
T9887,1853,0.042065453
T9898,2152,0.006392981
T9900,2445,0.009000381
T9912,2680,0.043476069
T9914,1241,0.010747449
T9917,2586,0.0749691
T9922,2271,0.036938066
T9924,4924,0.003154484
T9927,3086,0.067091092
T9937,2839,0.096569414
T9943,4251,0.054552168
T9947,4865,0.049601209
T9949,1842,0.059074662
T9950,3838,0.07972903
T9952,3104,0.003774579
T9956,1342,0.093714776
T9961,2255,0.078507443
T9966,3734,0.046055065
T9976,1401,0.078842694
T9977,3669,0.077017214
T9987,1435,0.03611394
T9990,1193,0.091861892
T9997,4879,0.017215441
T10000,4113,0.083691038
T10001,3962,0.028395156
T10002,3257,0.015751416
T10003,1740,-0.000109417
T10004,1861,0.010074745
T10006,1953,0.087179173
T10009,4381,0.090453676
T10017,2927,0.001691459
T10023,2437,-0.000109417
T10025,4084,0.025495311
T10026,2362,0.080682177
T10027,2820,0.015404163
T10030,3663,0.049046324
T10040,3641,0.029498125
T10045,2281,0.047293255
T10052,2227,0.033319911
T10054,4222,0.054298329
T10065,4401,0.018507039
T10068,2192,0.018728873
T10070,3413,0.017372665
T10071,2201,0.080746587
T10072,1654,0.054536366
T10076,2798,0.035403431
T10083,4823,0.063177891
T10085,2876,-0.000109417
T10087,3624,0.062034316
T10089,3058,0.076880593
T10095,2244,0.003442728
T10100,2008,-0.000109417
T10101,1218,0.012922982
T10104,3508,0.071414955
T10108,1989,0.027429008
T10111,1067,0.019175141
T10114,3718,-0.000109417
T10122,1255,0.024786802
T10138,4297,0.050124889
T10157,1767,0.077823138
T10164,3446,0.008256066
T10173,3051,0.095458443
T10174,3910,0.003679164
T10178,4352,0.059330501
T10181,4681,0.048852494
T10183,1100,0.031539038
T10187,2332,0.082220213
T10189,3986,0.074519031
T10196,1771,1
T10197,4932,0.010582023
T10199,4326,-0.000109417
T10204,3729,0.086137013
T10205,4407,0.068444699
T10207,4699,0.026601481
T10212,4238,0.026753704
T10218,3906,0.033524743
T10220,4757,0.000291045
T10229,4203,0.074319601
T10230,1432,0.057877278
T10231,3106,0.035779489
T10233,1835,-0.000109417
T10235,3262,0.050076282
T10243,4310,0.093093681
T10251,4799,0.016822381
T10253,3427,0.021420886
T10259,3958,0.082105195
T10260,4610,0.079339371
T10262,4535,0.015005902
T10263,1959,0.090575094
T10264,1477,0.034072027
T10269,4285,0.059935594
T10270,4440,0.092583802
T10271,3901,0.025471907
T10275,3550,0.097594571
T10277,3864,0.047838138
T10280,2492,0.001711663
T10281,2847,0.054263924
T10285,4486,0.051156847
T10287,4926,0.014877482
T10291,3198,0.05136688
T10293,3575,0.049327967
T10307,3467,0.011529769
T10313,4371,0.044345403
T10314,4078,0.004547898
T10318,1579,0.06303567
T10320,1545,0.031210188
T10323,1054,0.064326468
T10324,1777,0.055167263
T10327,2320,0.073478872
T10329,1452,0.075263145
T10333,2381,0.069156009
T10335,2151,0.057188973
T10336,3738,0.017222442
T10338,3439,0.006073332
T10340,3651,0.018388621
T10341,1880,0.004121432
T10342,4814,0.074428817
T10347,1048,0.011767605
T10349,2168,0.097694786
T10350,1068,0.066005925
T10352,3744,0.014593239
T10353,4645,0.015261141
T10359,4242,0.088797021
T10368,3656,0.003994813
T10369,1445,0.094238256
T10372,4875,0.052491852
T10375,4337,0.076113076
T10378,2848,0.096391787
T10379,1896,0.047082222
T10382,2556,0.090172232
T10383,1091,0.099148409
T10387,4309,-0.000109417
T10392,1693,0.094931563
T10398,2553,0.085250677
T10404,2407,0.077423877
T10413,1551,0.03024724
T10415,2176,0.086737105
T10419,3102,0.01381832
T10422,3731,0.056459861
T10428,2221,0.032506386
T10432,2520,0.051260663
T10436,3556,0.052171603
T10437,2345,0.030747517
T10445,3089,-0.000109417
T10449,2040,0.054311331
T10451,3990,0.063136885
T10455,3659,0.052234813
T10459,1422,0.060060413
T10465,2574,0.041795211
T10467,3471,0.024515561
T10468,1428,0.033054871
T10471,4992,0.078207797
T10475,3243,8.60132E-06
T10478,2992,0.001247791
T10481,2687,0.068926373
T10491,1797,0.030960749
T10497,1640,0.080241109
T10498,4406,0.026651888
T10502,3318,0.091285803
T10508,2749,0.063943609
T10509,3842,0.026758905
T10510,4282,0.094584309
T10513,4731,-0.000109417
T10518,3688,0.008749342
T10522,2850,0.083955279
T10529,2903,0.035567856
T10533,3577,0.059617345
T10535,2968,0.041310737
T10537,2105,0.044385809
T10538,3475,0.016893792
T10546,2425,0.051594315
T10549,2978,0.048121182
T10551,3440,0.098726145
T10554,3541,0.068489706
T10560,3436,0.03956927
T10561,2421,0.02118505
T10563,3205,1
T10565,3214,0.02991899
T10566,4539,0.060474877
T10576,4350,0.065879906
T10582,1067,0.043158821
T10586,3048,0.002695213
T10588,2720,0.088086512
T10595,3857,0.022758891
T10601,3497,0.038388689
T10604,1989,0.085997192
T10620,1709,0.004390273
T10621,4569,0.096709235
T10624,1313,0.011250126
T10630,2101,0.033718572
T10631,1325,0.03513799
T10634,2439,0.05580256
T10643,3379,0.057876278
T10647,2542,0.022149198
T10651,4075,0.026306235
T10660,1991,0.055663939
T10665,3770,0.082815904
T10670,1151,0.09446049
T10673,1258,0.001297999
T10676,1868,0.058923439
T10690,2164,0.014940292
T10691,1666,0.024786202
T10693,2808,0.018457831
T10702,4660,0.074561838
T10709,3581,0.014198978
T10717,3443,0.010984285
T10722,4622,0.039476456
T10727,1492,0.051194053
T10731,1969,0.036386582
T10733,4128,0.002293152
T10744,1522,0.073914138
T10749,2929,0.019277757
T10750,4945,0.015197931
T10752,3209,0.040906675
T10757,4308,0.042120461
T10770,3443,0.065240208
T10774,2580,0.012902579
T10775,3442,0.012881776
T10779,2114,-0.000109417
T10780,1749,0.030163227
T10781,2093,0.050571958
T10783,3689,0.097908819
T10792,4748,0.008176254
T10793,1048,0.001787474
T10796,4861,-0.000109417
T10797,2649,0.017558894
T10802,2189,0.018088775
T10804,3420,0.04185202
T10806,4549,0.034828343
T10810,3697,0.043953542
T10815,2323,0.096296172
T10819,3063,0.002504584
T10824,4739,0.087356601
T10827,2932,0.058718807
T10838,4863,0.048851294
T10840,2882,0.047445478
T10842,4385,0.078147188
T10844,1922,0.070777057
T10852,3597,0.011063697
T10853,3500,0.018264402
T10854,1470,0.00971549
T10856,3785,0.026316037
T10859,1223,0.07347047
T10862,1350,0.030477675
T10864,2928,0.062330161
T10873,3941,1
T10888,3782,0.033641161
T10890,4117,0.098377091
T10892,3650,0.019190744
T10907,4557,0.093961814
T10908,1595,0.039004983
T10910,3750,0.011901226
T10922,2211,0.017645307
T10927,4185,0.050053278
T10933,4566,0.075859237
T10935,4055,0.003086874
T10936,1688,0.068460702
T10940,2005,0.058317946
T10942,2724,-0.000109417
T10944,4052,0.031410018
T10948,3283,0.044519629
T10950,2607,0.072719755
T10957,4727,0.001524234
T10960,1947,0.073235634
T10965,1207,0.015830628
T10970,1437,0.095089587
T10972,4749,0.04921655
T10977,4245,0.095213006
T10978,2240,0.018727873
T10983,1628,0.043277039
T10987,3580,0.065262811
T10989,1370,0.082359634
T10993,2471,0.019518794
T11000,2521,0.093128486
T11005,4677,-0.000109417
T11009,1501,0.067740391
T11012,4155,0.088140321
T11020,4815,0.069982535
T11021,4164,0.008824354
T11029,1372,0.085457509
T11034,3558,0.00339172
T11037,2996,0.018965909
T11040,2840,0.002808831
T11046,2244,0.053054139
T11049,4718,0.055650937
T11051,1675,1
T11053,1282,0.077218045
T11058,4144,0.095227808
T11071,1636,0.028663797
T11072,1313,0.014265788
T11075,2601,0.023487603
T11076,1825,0.013741708
T11077,3553,0.057989496
T11081,3251,0.018287405
T11096,4549,0.009020184
T11097,1104,0.046402318
T11099,4842,0.021091835
T11103,2239,0.041452759
T11104,1981,0.011847617
T11106,2515,0.050483344
T11115,2559,0.026666891
T11124,1911,0.05208399
T11127,2802,0.006921862
T11137,3441,0.019812839
T11138,2098,0.086098407
T11153,4609,0.017736521
T11156,1175,0.006769238
T11158,4073,0.024474554
T11164,1275,0.029355103
T11168,2823,0.082976929
T11178,3083,0.088699607
T11179,3040,0.053136951
T11180,1438,0.074776471
T11182,2615,0.010579423
T11185,2600,0.054754399
T11189,4605,0.000451469
T11190,4799,0.003318909
T11194,3404,1
T11209,2044,0.000114418
T11210,2635,0.064981168
T11216,2308,0.065940115
T11225,2096,0.095534055
T11227,2997,0.096229562
T11229,1100,0.092821839
T11232,1175,0.016135875
T11239,2977,0.097938024
T11240,3542,0.066580813
T11242,3003,0.099814312
T11246,3258,0.051465695
T11247,2146,0.060547288
T11252,1139,0.008507705
T11255,1269,0.038023033
T11256,4830,0.009995933
T11264,4145,0.071895629
T11265,4242,0.003016463
T11270,4720,0.093019069
T11273,1099,0.043908736
T11275,3056,0.091503237
T11276,4645,0.089103468
T11277,3744,0.063653564
T11279,4964,0.078253004
T11280,4185,0.020238705
T11292,1753,-0.000109417
T11295,4302,0.097172706
T11296,1719,0.063658565
T11303,1319,0.061729069
T11305,2452,0.072440112
T11313,4032,0.025753951
T11314,4384,1
T11316,1460,0.042369099
T11318,1886,-0.000109417
T11326,4169,0.048571451
T11331,1926,0.038507107
T11332,1556,0.096541409
T11336,4360,0.031967904
T11338,1578,0.009434247
T11342,2052,0.097504757
T11345,3744,0.008835555
T11348,1904,0.01616828
T11355,2560,0.07698821
T11357,2164,0.07359989
T11358,3790,0.057579433
T11359,2323,0.067259518
T11364,2665,0.059372108
T11368,1171,0.003383519
T11370,1030,0.093640564
T11372,1129,0.099832914
T11374,1977,-0.000109417
T11377,2604,-0.000109417
T11381,2353,0.072052453
T11395,4906,0.075120323
T11402,2588,0.034349469
T11411,2507,0.079610012
T11415,2377,0.072913185
T11419,3147,0.098674937
T11421,1947,0.016836983
T11422,2581,0.047933153
T11425,4764,0.076785179
T11432,1891,0.093697973
T11438,2352,0.010898072
T11440,4347,0.013596086
T11441,4559,0.005237003
T11448,1327,0.049618812
T11450,3774,0.010323384
T11452,1551,0.064075229
T11469,1790,0.075739018
T11471,4609,0.032820635
T11488,2642,0.026054197
T11490,2888,0.091683864
T11491,2770,0.031557641
T11492,1017,0.00169566
T11494,1116,0.092267354
T11501,4737,0.086033197
T11510,1677,0.032305756
T11526,3197,0.086693499
T11528,1773,0.057019747
T11530,2675,0.07542277
T11536,1943,0.094204251
T11538,2127,0.096598218
T11543,3280,0.077200443
T11544,2417,0.058004498
T11551,1897,0.023164353
T11567,1703,0.068215664
T11568,3544,0.060699311
T11570,3370,0.042964591
T11571,4281,0.005173194
T11572,1614,0.057360599
T11579,1120,0.023878663
T11582,1964,0.017035813
T11584,4162,0.035520449
T11591,4368,0.016334706
T11595,4791,0.034994568
T11596,3991,0.087685051
T11604,2197,0.080321921
T11605,1028,0.040895673
T11608,2013,0.053800453
T11620,1754,0.086138414
T11622,4735,0.050819196
T11626,4614,0.038077041
T11627,2906,0.016648754
T11629,4865,0.098901171
T11630,2564,0.027864474
T11639,4394,0.091806483
T11640,4573,0.076549943
T11645,4670,0.084013688
T11647,1760,0.006745035
T11653,1197,0.031806879
T11660,2040,0.052749292
T11668,1230,0.002572595
T11671,4319,0.078712675
T11673,3773,0.035543252
T11676,3116,0.096635824
T11678,2108,0.066639422
T11679,1266,0.08559033
T11683,2008,-0.000109417
T11687,1672,0.066348178
T11691,2700,0.065079383
T11693,3267,0.058089911
T11698,2153,0.037386735
T11700,1538,0.070571826
T11708,3739,0.01323243
T11711,3908,0.076939803
T11716,1659,0.083316781
T11721,3975,0.068978181
T11727,4584,0.011659189
T11728,1818,0.021665123
T11729,1772,0.076808582
T11734,1920,0.065473444
T11740,3308,0.05573375
T11743,4942,0.084101901
T11748,3434,-0.000109417
T11754,4543,0.005211199
T11761,1211,0.089500329
T11764,2521,0.097844009
T11767,3764,0.029489324
T11770,2624,0.044554035
T11771,1941,0.000499077
T11777,3862,0.02926889
T11778,4243,0.094650719
T11783,4455,0.001212986
T11788,4039,0.093001866
T11789,2009,0.008936571
T11791,1803,0.034180443
T11793,4396,0.021346875
T11795,4279,0.002815832
T11804,4161,-0.000109417
T11807,4382,0.090974355
T11808,1527,0.079277561
T11814,3804,0.080600564
T11817,1432,0.049977867
T11818,4872,0.022646274
T11819,2176,0.000276042
T11820,4860,0.055897775
T11825,3233,0.050452939
T11827,1604,0.045211335
T11830,2810,0.052581466
T11838,2773,0.032542392
T11844,1928,0.088363355
T11846,4772,0.084368142
T11847,2973,0.034526696
T11849,2554,0.094340672
T11854,1612,0.032304355
T11855,3593,0.015341153
T11857,1920,0.004249252
T11865,2423,0.053022134
T11867,1444,0.083536414
T11875,4810,0.067389538
T11876,2017,0.047994362
T11877,3063,0.013472667
T11878,2447,0.078468437
T11888,2311,0.036907062
T11891,2306,0.050240907
T11892,3451,0.047418474
T11898,1828,0.034216249
T11902,2989,0.081320275
T11906,1768,0.029877183
T11907,2124,0.012942585
T11911,3990,0.023683833
T11916,4981,0.060786325
T11919,4782,0.006376578
T11920,3861,0.017563294
T11930,4981,0.060221038
T11932,4491,0.034716526
T11944,4699,0.076259498
T11950,1136,0.061555843
T11951,3555,0.017825334
T11955,1915,-0.000109417
T11959,4538,0.069778104
T11967,4870,0.083710441
T11970,1998,0.042443111
T11971,3147,0.083754848
T11974,3450,0.068575319
T11975,1395,0.007765391
T11978,1938,0.076489133
T11987,4201,0.050742184
T11991,1387,0.008535509
T12001,2527,0.051792145
T12003,1122,0.090463477
T12004,4719,0.009317229
T12005,2436,0.04726285
T12009,3486,0.056274232
T12011,1561,0.058429563
T12017,1394,0.002317155
T12023,1934,0.088102515
T12026,2435,0.087452215
T12030,1020,0.042486117
T12032,4242,0.066527005
T12033,2038,0.049836045
T12037,2172,0.025920976
T12051,4704,0.09687226
T12055,1660,0.099044793
T12061,1511,0.074744666
T12063,3602,0.094400881
T12069,3114,0.056279233
T12075,1769,0.001879088
T12077,1406,-0.000109417
T12078,3972,0.058223531
T12080,2503,0.02099382
T12081,3694,0.083589823
T12083,2179,0.063436731
T12095,3897,0.073395659
T12099,3327,0.049402578
T12103,2070,0.052267018
T12104,1974,0.000837929
T12112,1843,-0.000109417
T12113,2336,0.020853599
T12114,2386,0.094630916
T12122,2930,0.012717551
T12129,4867,0.029809173
T12134,4803,0.072201676
T12136,4719,0.091091974
T12140,3356,0.069292229
T12142,4971,1
T12150,3375,0.046034262
T12151,4174,0.013986346
T12152,3110,0.018094776
T12156,4364,0.041808013
T12162,2958,0.02633424
T12163,4261,0.040725847
T12164,2894,0.031383414
T12171,4715,0.008392487
T12175,4183,0.026439256
T12187,2939,0.015294546
T12188,2618,0.025076247
T12193,1834,1
T12195,3822,0.041846619
T12196,1918,0.000630297
T12197,2724,0.071871225
T12198,3502,0.041310537
T12199,3413,0.010295779
T12203,3105,0.09569668
T12213,2907,0.052225411
T12214,2613,0.062098526
T12230,1283,0.053080343
T12237,3386,0.054441751
T12242,1104,0.028104511
T12243,2489,0.057728055
T12249,4845,0.094209052
T12253,3027,0.064085631
T12254,4292,0.055188866
T12255,1378,0.004021817
T12260,4841,0.045210335
T12264,1737,0.06147463
T12265,1235,0.037175103
T12267,1711,0.002130327
T12273,4077,0.046161081
T12275,2150,0.009118999
T12280,3202,0.078676269
T12283,3547,0.094818345
T12285,1509,0.005988119
T12288,3756,0.053957677
T12298,4490,0.004857545
T12304,4667,0.04830521
T12307,4394,-0.000109417
T12310,3989,0.054047691
T12311,1151,0.011368544
T12313,2301,0.079036124
T12315,2711,0.093492342
T12320,1560,0.0880055
T12321,2325,0.017449677
T12324,3869,0.047079822
T12330,4935,0.074581041
T12334,3320,0.02209959
T12350,2220,0.079840848
T12354,1114,0.09165786
T12356,2676,0.06154024
T12357,1064,0.049181544
T12360,3286,0.095905912
T12361,3349,0.019908054
T12365,1368,0.073147021
T12368,1906,0.063545348
T12369,4083,0.045844233
T12371,1920,0.040572424
T12381,3265,0.040541219
T12383,4046,0.013070205
T12388,1117,0.060870137
T12390,4324,0.04739527
T12391,1797,0.026966337
T12393,4063,0.03709489
T12395,3892,0.040818862
T12396,4251,0.076252897
T12397,2438,0.047529691
T12398,2893,0.029951595
T12400,3902,0.088080312
T12410,4641,0.063661166
T12412,1191,0.046340309
T12417,3687,0.062352565
T12418,2018,0.025157859
T12419,1566,0.021436288
T12423,1239,0.012309088
T12424,1089,0.022375632
T12428,1353,0.083111149
T12435,3711,0.023245966
T12438,3177,0.086611486
T12441,2116,0.041012491
T12448,1743,0.002050915
T12456,2046,0.00880295
T12458,4951,0.085066249
T12459,4341,0.028908235
T12462,2356,0.022204406
T12465,3668,0.03468252
T12466,2054,0.052230012
T12477,2394,0.093789987
T12482,2503,0.086135613
T12484,1061,0.059859782
T12486,2702,0.014542031
T12487,4620,0.055294082
T12490,1597,0.074677055
T12491,4453,0.064267059
T12500,4275,0.033534944
T12503,2405,0.026378446
T12509,2385,0.033715772
T12514,1253,0.075190734
T12517,3067,0.014561034
T12527,4252,0.044984501
T12528,3908,0.087011748
T12531,2625,0.065702479
T12534,4515,0.011233723
T12537,1912,0.095707682
T12539,1584,0.053396991
T12540,2958,0.067415942
T12545,4174,0.000643499
T12548,1223,0.025745549
T12549,1517,0.039339435
T12551,1235,0.09263141
T12552,4498,0.01160418
T12555,1225,0.058491373
T12571,1393,-0.000109417
T12574,1843,0.038542912
T12575,2524,0.061069568
T12577,1581,0.015887637
T12588,4117,0.038805553
T12589,2813,0.075240742
T12596,1038,-0.000109417
T12597,2316,0.09882396
T12599,1161,-0.000109417
T12600,4402,0.035965317
T12624,2441,0.098353487
T12626,2067,0.004716924
T12629,1157,0.057860676
T12635,1511,0.074494227
T12636,4985,0.077919153
T12647,2695,0.084865618
T12652,4450,0.089473925
T12655,1686,0.066902863
T12658,1356,0.091269201
T12659,4728,0.049826243
T12663,3251,0.006208952
T12664,4284,0.092197343
T12670,3546,0.003898598
T12678,1913,0.016547538
T12683,2535,0.026098804
T12691,3870,0.084478959
T12702,3686,0.012929183
T12710,1889,0.051505501
T12715,1034,0.047300056
T12730,2313,0.048865496
T12733,4742,0.057218977
T12745,2894,0.056554075
T12751,3063,0.009529862
T12755,4664,0.027202373
T12759,4602,0.079395379
T12760,1966,0.015759017
T12766,4368,0.059667353
T12771,4609,0.072236681
T12772,2606,0.082613073
T12774,1325,0.048398224
T12776,4740,1
T12784,4696,0.037410339
T12793,2150,0.006265361
T12795,3674,0.088152523
T12805,1339,0.001377811
T12806,2075,0.062073922
T12807,4778,0.0651886
T12808,3513,0.015788022
T12811,1474,0.088334751
T12815,1604,0.003506538
T12817,4044,0.09393941
T12830,2029,0.002535989
T12839,3515,-0.000109417
T12846,2069,0.043110013
T12848,4821,0.03207072
T12850,1631,0.065408634
T12861,2102,0.082972128
T12862,1597,0.051394684
T12868,4162,0.031652656
T12875,1376,0.083840461
T12876,2407,0.093204498
T12879,4906,-0.000109417
T12882,4390,0.026934932
T12888,3509,0.0717066
T12894,1400,-0.000109417
T12904,2656,-0.000109417
T12908,3410,0.007589964
T12911,3403,0.085629536
T12915,3934,0.061572245
T12919,3296,0.034964564
T12922,1133,0.031839284
T12933,3098,0.082410442
T12938,1965,0.068308479
T12940,1738,0.048871697
T12943,2339,0.031807679
T12948,3826,0.017821534
T12959,2164,0.008010229
T12962,1313,0.005530248
T12963,1183,0.029716759
T12969,4324,0.052137598
T12970,4849,0.057535026
T12976,1810,0.095692079
T12977,3462,0.01897311
T12979,4394,0.019131135
T12983,4854,0.015445969
T12984,2644,0.036228157
T12985,1627,0.002060916
T12992,4057,0.019204346
T13000,1513,0.009736294
T13001,2895,0.017285452
T13015,1768,0.003021063
T13016,3514,0.077492287
T13017,4969,0.05123726
T13018,4284,0.033280505
T13022,3196,0.094355474
T13023,1087,0.025537317
T13025,4966,0.081562912
T13033,1864,0.050659971
T13034,4863,0.053643829
T13039,1023,0.022262415
T13041,2886,0.035969718
T13049,4609,0.052600869
T13059,2834,0.077958359
T13061,4236,0.060111221
T13066,3089,0.023561214
T13067,2947,0.07672637
T13073,4258,0.066282968
T13074,3025,0.041181317
T13075,3957,0.04745888
T13084,3073,0.013841923
T13088,4324,0.065546655
T13096,1966,0.040930479
T13098,3138,0.091996512
T13104,2664,0.039743297
T13106,1339,0.080186701
T13108,1978,-0.000109417
T13110,2915,0.062989663
T13111,1167,0.071850622
T13118,1145,0.004209846
T13119,3763,0.06427666
T13124,1645,0.063027268
T13127,1637,0.02125486
T13128,3286,0.041388149
T13131,3500,0.092009914
T13134,1370,0.091550644
T13147,1956,0.069001585
T13149,3720,0.044040956
T13151,1797,0.073685703
T13152,1238,0.012262281
T13157,3552,0.045030308
T13158,3249,0.08252626
T13159,3967,0.071607985
T13161,2667,0.007664776
T13162,1036,0.050863202
T13165,4672,0.032675612
T13167,2425,0.079355973
T13172,3592,0.092219546
T13173,4641,0.03174387
T13178,4064,0.099452856
T13181,3441,0.031409218
T13190,1440,0.05977897
T13193,2529,0.059479724
T13197,4286,0.035586259
T13198,2094,0.08820213
T13199,1567,0.01225288
T13202,2304,0.055418501
T13205,4973,0.025650735
T13206,4958,0.085612533
T13210,3107,0.063642363
T13214,2842,0.000241237
T13222,4420,0.045157727
T13242,3151,0.026890125
T13244,1425,0.084953232
T13250,2129,0.009475254
T13253,3816,0.053150753
T13254,4878,0.011448956
T13258,3947,0.00423705
T13262,4209,0.05274029
T13269,3401,-0.000109417
T13271,3364,0.010720845
T13285,2519,0.074638049
T13287,1618,0.007661975
T13289,4440,0.05847217
T13292,4981,0.050484544
T13298,3364,0.05306354
T13299,3170,0.017173234
T13308,1716,0.037634973
T13314,2936,0.067163703
T13315,4091,0.04530935
T13318,4201,0.018934305
T13326,4458,0.07464165
T13327,3312,0.049130137
T13332,1801,0.052815102
T13335,3909,0.084395346
T13344,3959,0.011364343
T13350,4377,0.084785806
T13354,3987,0.038726941
T13361,3030,0.036392383
T13362,2189,0.031460426
T13365,3676,-0.000109417
T13368,2939,0.075866238
T13369,1788,0.090606299
T13375,2177,0.037110493
T13378,1877,0.03076652
T13386,4397,0.020244105
T13390,2646,0.080613166
T13391,2903,0.01329944
T13393,1144,0.092905652
T13397,3800,0.01036699
T13398,2861,0.086221226
T13403,4224,0.022590865
T13408,3713,0.092934256
T13417,3070,0.064258657
T13420,1728,0.029084662
T13435,3503,0.092346766
T13436,1826,0.066568612
T13440,4167,0.096395587
T13442,3727,0.033938606
T13446,3152,0.088636597
T13447,2728,0.088551784
T13449,1329,0.012218074
