Transaction_ID,User_ID,Transaction_Amount,Transaction_Type,Time_of_Transaction,Device_Used,Location,Previous_Fraudulent_Transactions,Account_Age,Number_of_Transactions_Last_24H,Payment_Method,Fraudulent
T1586,3808,,Bank Transfer,11,Tablet,Boston,0,74,3,Credit Card,0
T1587,1047,4221.32,POS Payment,2,Tablet,Chicago,0,72,5,Credit Card,0
T1588,4089,3343.22,Online Purchase,6,Desktop,San Francisco,4,95,2,Credit Card,0
T1589,3959,795.19,POS Payment,0,Desktop,Boston,4,91,13,Credit Card,0
T1590,2462,1206.74,Bank Transfer,15,Desktop,Los Angeles,2,109,2,Credit Card,0
T1591,3877,4572.69,Bill Payment,13,Unknown Device,New York,2,85,13,Credit Card,0
T1592,1848,1080.28,Online Purchase,1,Tablet,Los Angeles,0,108,12,Credit Card,0
T1593,3032,2301.93,Bill Payment,21,Tablet,Boston,4,71,2,Credit Card,0
T1594,2413,1632.37,Bill Payment,7,Mobile,New York,1,54,7,Credit Card,0
T1595,2612,857.44,Bill Payment,,Desktop,Miami,0,51,2,Credit Card,0
T1596,2630,3250.86,Online Purchase,20,Unknown Device,Boston,1,105,7,Credit Card,0
T1597,4203,2300.05,Online Purchase,21,Mobile,Miami,4,60,6,Credit Card,0
T1598,2574,3155.11,Online Purchase,4,Tablet,Miami,2,39,13,Credit Card,0
T1599,2095,3377.29,POS Payment,22,Desktop,Chicago,3,40,12,Credit Card,0
T1600,3892,3448.08,Online Purchase,23,Desktop,Boston,2,43,4,Credit Card,0
T1601,2695,1621.3,Bank Transfer,14,Tablet,Houston,4,74,8,Credit Card,0
T1602,3533,3324.45,Bill Payment,17,Tablet,Houston,3,104,11,Credit Card,0
T1603,4262,1229.71,Bank Transfer,11,Tablet,Boston,1,94,2,Credit Card,0
T1604,1219,2388.61,Bank Transfer,8,Mobile,Boston,1,39,1,Credit Card,0
T1605,4483,3582.97,POS Payment,15,Desktop,Los Angeles,3,41,5,Credit Card,0
T1606,1405,1151.24,ATM Withdrawal,13,Tablet,Los Angeles,3,34,2,Credit Card,0
T1607,3294,4317.01,ATM Withdrawal,12,Tablet,Los Angeles,1,29,14,Credit Card,0
T1608,1071,1097.69,ATM Withdrawal,11,,New York,1,1,2,Credit Card,1
T1609,3232,510.07,ATM Withdrawal,5,Tablet,New York,1,41,11,Credit Card,0
T1610,2229,2921.87,POS Payment,13,Mobile,Boston,2,9,6,Credit Card,0
T1611,4416,1995.67,Online Purchase,16,Mobile,Houston,2,59,2,Credit Card,0
T1612,2960,2112.2,POS Payment,21,Mobile,New York,3,16,8,Credit Card,0
T1613,1724,3904.73,Online Purchase,15,Unknown Device,,3,37,5,Credit Card,0
T1614,2619,1962.53,ATM Withdrawal,3,Desktop,,4,3,10,Credit Card,0
T1615,1382,2867.83,Bill Payment,21,Tablet,San Francisco,0,97,10,Credit Card,0
T1616,3435,1757.74,Online Purchase,19,Mobile,Miami,3,94,12,Credit Card,0
T1617,1524,3440.11,ATM Withdrawal,2,Mobile,Boston,0,119,12,Credit Card,0
T1618,4628,2320.88,Online Purchase,15,Tablet,Chicago,3,105,1,Credit Card,0
T1619,3985,,Bank Transfer,5,Tablet,Seattle,3,112,9,Credit Card,0
T1620,3764,4008.62,Bill Payment,12,,,4,112,6,Credit Card,0
T1621,2973,1959.55,POS Payment,10,Mobile,Seattle,3,57,3,Credit Card,1
T1622,2754,2537.51,Bill Payment,14,Desktop,Los Angeles,4,108,3,Credit Card,0
T1623,4757,3197.91,POS Payment,13,Tablet,New York,1,25,14,Credit Card,0
T1624,2799,2058.48,Bill Payment,17,Tablet,Chicago,1,113,3,Credit Card,0
T1625,3746,630.5,Bill Payment,21,Unknown Device,Boston,1,79,8,Credit Card,0
T1626,4300,3391.5,POS Payment,10,Mobile,Boston,3,17,13,Credit Card,0
T1627,1886,1728.59,Bank Transfer,10,Desktop,Chicago,3,27,9,Credit Card,0
T1628,3805,1191.82,Bank Transfer,2,Desktop,Houston,2,51,4,Credit Card,0
T1629,1012,3461.61,Bill Payment,15,Unknown Device,Boston,0,78,14,Credit Card,0
T1630,2756,1841.25,POS Payment,13,Mobile,Seattle,0,46,8,Credit Card,0
T1631,3285,3324.88,Online Purchase,19,Mobile,Houston,2,22,2,Credit Card,0
T1632,2194,3940.65,Bank Transfer,6,Desktop,Houston,1,51,4,Credit Card,0
T1633,3004,4243.25,Bill Payment,10,Desktop,Miami,0,115,12,Credit Card,0
T1634,3653,513.89,Bank Transfer,4,Desktop,Seattle,1,111,8,Credit Card,0
T1635,3983,1013.23,Bank Transfer,22,Desktop,San Francisco,1,70,8,Credit Card,1
T1636,2224,2047.96,Bank Transfer,20,Mobile,Miami,2,31,11,Credit Card,0
T1637,3431,3277.12,ATM Withdrawal,23,,Los Angeles,2,38,6,Credit Card,0
T1638,2715,534.94,Online Purchase,17,Desktop,Chicago,1,15,11,Credit Card,0
T1639,2848,3740.52,ATM Withdrawal,21,Tablet,New York,3,54,5,Credit Card,0
T1640,3355,4636.94,Bank Transfer,12,Tablet,New York,1,2,14,Credit Card,0
T1641,3696,2767.65,Online Purchase,22,Desktop,Miami,0,25,6,Credit Card,0
T1642,4791,3125.15,Bank Transfer,1,Desktop,Boston,1,118,1,Credit Card,0
T1643,1071,2916.15,Online Purchase,15,Desktop,Boston,3,115,2,Credit Card,0
T1644,2690,2311.36,ATM Withdrawal,8,Mobile,Chicago,3,78,6,Credit Card,0
T1645,4113,1859.57,POS Payment,23,Desktop,Los Angeles,1,16,3,Credit Card,0
T1646,4773,395.14,Online Purchase,18,Mobile,Boston,0,65,6,Credit Card,0
T1647,3320,329.28,Bank Transfer,10,Mobile,Chicago,3,18,6,Credit Card,1
T1648,3553,4328.25,Bank Transfer,0,Tablet,Seattle,1,81,9,Credit Card,0
T1649,1389,217.64,Bill Payment,19,Mobile,Houston,0,4,4,Credit Card,1
T1650,1945,2431.57,Online Purchase,19,,Chicago,1,68,5,Credit Card,0
T1651,1613,1043.1,Online Purchase,15,Desktop,Chicago,3,82,1,Credit Card,0
T1652,2256,2949.07,Bank Transfer,12,Mobile,Miami,0,8,3,Credit Card,0
T1653,2394,2527.19,Online Purchase,12,Mobile,Chicago,4,102,14,Credit Card,0
T1654,3903,747.67,Bank Transfer,14,Mobile,Los Angeles,2,41,12,Credit Card,0
T1655,1816,2728.4,Online Purchase,4,,Los Angeles,0,105,8,Credit Card,0
T1656,4220,1745.32,POS Payment,20,Mobile,,1,115,3,Credit Card,0
T1657,2573,1154.08,Bill Payment,4,Tablet,Boston,0,69,4,Credit Card,0
T1658,4747,4406.27,Bank Transfer,12,Tablet,New York,4,70,3,Credit Card,0
T1659,3105,2331.33,ATM Withdrawal,20,Tablet,Los Angeles,1,109,4,Credit Card,0
T1660,4641,2105.18,Online Purchase,12,Desktop,Chicago,3,42,6,Credit Card,0
T1661,1976,1761.68,Bill Payment,21,Desktop,Miami,3,16,3,Credit Card,0
T1662,2251,301.21,Online Purchase,14,Mobile,Chicago,3,85,10,Credit Card,0
T1663,3747,46.19,ATM Withdrawal,18,Desktop,Houston,4,33,1,Credit Card,0
T1664,2378,3272.79,Online Purchase,6,Desktop,Houston,0,46,10,Credit Card,0
T1665,2719,639.77,Bill Payment,9,Mobile,Seattle,3,54,12,Credit Card,0
T1666,1209,1073.06,POS Payment,23,Tablet,Miami,2,96,7,Credit Card,0
T1667,3863,3336.74,Bill Payment,17,Tablet,New York,0,78,9,Credit Card,0
T1668,4879,4310.34,POS Payment,5,,New York,4,82,2,Credit Card,0
T1669,1922,,Bank Transfer,5,Desktop,Boston,3,25,8,Credit Card,0
T1670,4358,2999.07,Bill Payment,,Mobile,Seattle,1,81,8,Credit Card,0
T1671,1536,,Bill Payment,21,Mobile,New York,1,15,6,Credit Card,0
T1672,3849,3502.55,Online Purchase,22,Mobile,Seattle,0,73,3,Credit Card,0
T1673,1915,3558.35,ATM Withdrawal,16,Mobile,New York,2,3,9,Credit Card,0
T1674,4431,1840.11,POS Payment,22,Tablet,Miami,0,51,9,Credit Card,0
T1675,1459,2202.62,Bill Payment,,Tablet,New York,3,97,12,Credit Card,0
T1676,4764,4123.77,ATM Withdrawal,0,Desktop,Boston,3,103,10,Credit Card,0
T1677,3209,4150.99,POS Payment,19,,New York,3,86,3,Credit Card,0
T1678,3398,4760.34,ATM Withdrawal,17,Tablet,New York,4,98,13,Credit Card,0
T1679,4672,2212.98,Bank Transfer,,Mobile,Seattle,4,34,12,Credit Card,0
T1680,4449,2898.08,POS Payment,3,Desktop,San Francisco,4,89,13,Credit Card,0
T1681,1984,3763.28,Online Purchase,16,Mobile,Los Angeles,1,88,8,Credit Card,0
T1682,4797,3867.35,ATM Withdrawal,18,,Seattle,1,7,14,Credit Card,0
T1683,1249,4073.76,Bank Transfer,16,Mobile,Los Angeles,4,73,14,Credit Card,0
T1684,1974,1646.9,Bank Transfer,10,Desktop,San Francisco,3,13,12,Credit Card,0
T1685,2325,49997.8,Online Purchase,15,Tablet,Chicago,4,106,9,Credit Card,0
T1686,3836,2891.02,Bank Transfer,21,Tablet,New York,1,41,2,Credit Card,0
T1687,1874,4412.59,Bill Payment,11,Mobile,New York,4,99,11,Credit Card,0
T1688,1660,2623.32,ATM Withdrawal,3,Desktop,Boston,1,82,8,Credit Card,0
T1689,2686,444.28,POS Payment,15,Mobile,Boston,0,10,12,Credit Card,0
T1690,1191,3316.74,Bank Transfer,3,Mobile,Miami,2,27,5,Credit Card,0
T1691,4783,1145.3,Bank Transfer,13,Tablet,Houston,1,31,6,Credit Card,0
T1692,2716,4580.58,Bill Payment,10,Tablet,Houston,4,51,2,Credit Card,0
T1693,3596,3132.75,POS Payment,4,Desktop,Boston,4,11,6,Credit Card,0
T1694,1869,1300.29,Online Purchase,20,Mobile,New York,4,99,8,Credit Card,0
T1695,3764,4677.43,Online Purchase,22,Tablet,Miami,3,34,6,Credit Card,0
T1696,2982,1770.28,Online Purchase,22,,,0,37,4,Credit Card,0
T1697,1614,3627.7,Bill Payment,17,Desktop,Chicago,1,21,11,Credit Card,0
T1698,3004,1720.36,Bank Transfer,0,Mobile,San Francisco,0,31,2,Credit Card,0
T1699,2719,4514.68,POS Payment,15,Tablet,Los Angeles,3,45,8,Credit Card,0
T1700,2587,3745.25,ATM Withdrawal,19,Tablet,Miami,2,32,2,Credit Card,0
T1701,3904,1057.53,Bank Transfer,0,Tablet,New York,3,96,9,Credit Card,0
T1702,2611,725.46,ATM Withdrawal,8,Tablet,Miami,4,48,14,Credit Card,0
T1703,1277,2697.33,Bank Transfer,17,Desktop,Boston,3,77,4,Credit Card,0
T1704,4262,3058.83,ATM Withdrawal,9,Mobile,Boston,1,72,1,Credit Card,0
T1705,2231,660.28,Online Purchase,17,Desktop,Miami,0,45,14,Credit Card,0
T1706,3055,3239.3,POS Payment,14,Tablet,Chicago,4,77,2,Credit Card,0
T1707,3037,263.83,POS Payment,10,Tablet,Miami,0,71,11,Credit Card,0
T1708,3649,2663.48,Bank Transfer,13,Tablet,Miami,1,68,14,Credit Card,0
T1709,3821,1377.64,POS Payment,14,Mobile,San Francisco,0,81,12,Credit Card,0
T1710,2262,,Bank Transfer,0,Tablet,Miami,0,32,12,Credit Card,0
T1711,2268,,Bank Transfer,5,Unknown Device,Houston,3,16,11,Credit Card,0
T1712,4888,1350.95,POS Payment,20,Desktop,New York,3,116,11,Credit Card,0
T1713,1406,594.44,ATM Withdrawal,,Mobile,Boston,1,105,8,Credit Card,0
T1714,2953,49997.8,POS Payment,8,Desktop,Los Angeles,2,90,13,Credit Card,0
T1715,3073,3831.21,Bill Payment,14,Desktop,Boston,3,69,14,Credit Card,0
T1716,1389,490.06,ATM Withdrawal,14,,New York,4,38,11,Credit Card,0
T1717,1753,4360.91,Online Purchase,23,Mobile,Houston,4,84,3,Credit Card,0
T1718,3950,2029.92,Bank Transfer,16,,Miami,1,108,8,Credit Card,0
T1719,1555,3661.25,POS Payment,22,Tablet,Seattle,0,105,11,Credit Card,1
T1720,4235,4008.81,Bank Transfer,20,Mobile,,1,98,11,Credit Card,0
T1721,3873,4108.54,ATM Withdrawal,13,Tablet,Boston,4,92,10,Credit Card,1
T1722,2956,66.08,ATM Withdrawal,5,Desktop,Boston,2,19,2,Credit Card,0
T1723,1731,791.76,ATM Withdrawal,5,Mobile,Boston,2,1,1,Credit Card,0
T1724,1791,859.75,ATM Withdrawal,20,Tablet,,4,112,9,Credit Card,0
T1725,4854,12.61,Bank Transfer,4,Tablet,Houston,0,78,11,Credit Card,0
T1726,1170,2976.15,POS Payment,2,Mobile,Seattle,3,51,14,Credit Card,0
T1727,3248,3237.04,Bank Transfer,12,Tablet,Los Angeles,4,119,13,Credit Card,0
T1728,4558,433.19,POS Payment,9,Desktop,Houston,1,96,8,Credit Card,0
T1729,4847,37.5,POS Payment,18,Desktop,Miami,3,35,5,Credit Card,1
T1730,2001,455.63,POS Payment,2,,Miami,1,11,5,Credit Card,0
T1731,2148,2730.65,Bill Payment,17,Desktop,Los Angeles,1,100,3,Credit Card,0
T1732,3845,3968.46,POS Payment,6,Mobile,Chicago,3,83,6,Credit Card,0
T1733,2481,4588.54,Bill Payment,0,Desktop,Miami,0,60,6,Credit Card,0
T1734,1422,1102.72,POS Payment,17,Tablet,Chicago,4,61,1,Credit Card,0
T1735,3220,,Bank Transfer,6,Desktop,Chicago,0,101,2,Credit Card,0
T1736,4973,3554.38,POS Payment,1,Desktop,New York,4,55,12,Credit Card,1
T1737,2975,1931.65,Online Purchase,2,Desktop,Miami,0,87,5,Credit Card,0
T1738,3541,2703.57,Bill Payment,3,Mobile,New York,3,96,8,Credit Card,0
T1739,4164,661.53,POS Payment,5,Mobile,New York,1,71,8,Credit Card,0
T1740,2641,1009.98,Bank Transfer,7,Tablet,San Francisco,4,117,11,Credit Card,0
T1741,4217,1457.49,Bill Payment,0,Desktop,Miami,3,67,14,Credit Card,0
T1742,2447,1480.23,Bill Payment,7,Desktop,,1,33,7,Credit Card,0
T1743,2764,3915.46,Bill Payment,7,Mobile,Chicago,0,10,6,Credit Card,0
T1744,4962,1710.65,Bank Transfer,7,Tablet,Chicago,4,10,6,Credit Card,0
T1745,4177,1719.78,ATM Withdrawal,9,Desktop,Houston,0,14,3,Credit Card,0
T1746,1810,3289.15,Bill Payment,22,Desktop,Miami,2,115,6,Credit Card,1
T1747,2424,,Online Purchase,13,Desktop,Seattle,1,3,1,Credit Card,0
T1748,4167,4590.45,Online Purchase,9,Tablet,Los Angeles,4,15,10,Credit Card,0
T1749,1958,3686.1,Online Purchase,5,Tablet,,4,23,3,Credit Card,1
T1750,4972,705.56,Online Purchase,9,Tablet,Boston,4,51,4,Credit Card,0
T1751,4605,4274.29,Bank Transfer,7,Tablet,Los Angeles,0,50,7,Credit Card,0
T1752,2416,156.82,Bank Transfer,22,Desktop,Miami,4,101,11,Credit Card,1
T1753,2553,4579.29,ATM Withdrawal,14,Mobile,San Francisco,2,7,6,Credit Card,0
T1754,2814,2317.48,Bill Payment,10,Desktop,Miami,3,45,11,Credit Card,0
T1755,2092,804.46,ATM Withdrawal,3,Desktop,Miami,4,51,12,Credit Card,0
T1756,4118,47,Bank Transfer,6,Desktop,Chicago,1,40,10,Credit Card,0
T1757,2750,2672.38,POS Payment,20,Desktop,Chicago,0,67,2,Credit Card,0
T1758,1029,3164.01,Online Purchase,7,Tablet,Boston,3,38,5,Credit Card,0
T1759,3971,2566.64,ATM Withdrawal,21,Tablet,New York,3,47,5,Credit Card,0
T1760,4308,1622.55,Bill Payment,19,Mobile,Boston,0,61,9,Credit Card,0
T1761,4319,4885.62,POS Payment,7,Mobile,Los Angeles,0,71,5,Credit Card,0
T1762,1115,1704.34,ATM Withdrawal,22,Mobile,,2,96,3,Credit Card,0
T1763,2620,4718.68,Bill Payment,18,Mobile,Chicago,4,106,2,Credit Card,1
T1764,3305,1648.82,ATM Withdrawal,,Tablet,New York,1,81,6,Credit Card,0
T1765,3891,4076.96,Bill Payment,18,Desktop,Boston,0,67,9,Credit Card,0
T1766,1783,3371.52,Bill Payment,1,Desktop,Boston,0,10,13,Credit Card,0
T1767,1240,355.81,POS Payment,23,Tablet,Miami,4,80,4,Credit Card,0
T1768,3309,49997.8,Bank Transfer,1,Desktop,San Francisco,2,26,11,Credit Card,0
T1769,1490,3379.84,POS Payment,11,Desktop,Boston,2,111,1,Credit Card,0
T1770,2781,1294.68,Online Purchase,5,Tablet,Chicago,0,56,6,Credit Card,0
T1771,4994,4121.15,Bank Transfer,6,Mobile,,2,83,5,Credit Card,0
T1772,2902,2896.14,Online Purchase,23,Tablet,Houston,3,102,5,Credit Card,0
T1773,2910,1298.49,ATM Withdrawal,5,Tablet,,1,9,8,Credit Card,0
T1774,1891,509.25,ATM Withdrawal,6,Mobile,Miami,3,51,4,Credit Card,0
T1775,4626,3617.1,Online Purchase,10,Tablet,Houston,2,118,10,Credit Card,0
T1776,1375,,ATM Withdrawal,12,Mobile,,4,99,11,Credit Card,0
T1777,1519,1888.57,Online Purchase,4,Desktop,San Francisco,3,14,5,Credit Card,0
T1778,1719,2081.4,POS Payment,19,Desktop,,4,68,5,Credit Card,0
T1779,3843,2834.32,Bank Transfer,14,Mobile,Houston,3,90,4,Credit Card,0
T1780,1075,4672.36,Online Purchase,18,Mobile,San Francisco,1,78,2,Credit Card,0
T1781,1969,1623.34,Bill Payment,21,Mobile,Seattle,2,20,8,Credit Card,0
T1782,1194,2647.53,Bank Transfer,6,Mobile,Chicago,4,53,12,Credit Card,0
T1783,2459,2421.03,POS Payment,17,Mobile,Chicago,3,13,13,Credit Card,0
T1784,3074,3412.94,Online Purchase,17,Tablet,Miami,4,44,6,Credit Card,0
T1785,3328,2122.87,Online Purchase,0,Desktop,Los Angeles,2,49,4,Credit Card,0
T1786,2187,562.65,ATM Withdrawal,15,Desktop,New York,4,18,13,Credit Card,0
T1787,1783,778.79,Bill Payment,5,Tablet,San Francisco,3,107,13,Credit Card,0
T1788,1044,1241.06,Bill Payment,1,Mobile,Miami,2,115,6,Credit Card,1
T1789,2810,4190.73,Bill Payment,22,,Houston,3,63,5,Credit Card,0
T1790,1470,850.56,ATM Withdrawal,11,Tablet,Houston,2,58,10,Credit Card,0
T1791,1829,545.73,Bill Payment,19,Desktop,Houston,3,28,11,Credit Card,0
T1792,2909,694.87,Bill Payment,6,Tablet,San Francisco,0,33,9,Credit Card,0
T1793,3268,1233.21,Bank Transfer,,Desktop,Chicago,1,101,12,Credit Card,0
T1794,1691,2094.05,POS Payment,1,Mobile,Chicago,2,92,2,Credit Card,0
T1795,1931,836.61,POS Payment,6,Tablet,Seattle,1,93,8,Credit Card,0
T1796,1840,1333.4,Online Purchase,13,Mobile,San Francisco,4,38,14,Credit Card,0
T1797,2938,2953.73,Bill Payment,18,Tablet,Boston,2,15,10,Credit Card,0
T1798,3629,4230.75,Bank Transfer,1,Tablet,Los Angeles,1,45,11,Credit Card,0
T1799,1147,957.26,Bank Transfer,18,Mobile,Seattle,3,25,3,Credit Card,0
T1800,1387,4583.41,Bill Payment,18,Desktop,Houston,2,5,13,Credit Card,0
T1801,2878,1594.27,POS Payment,16,,Seattle,0,69,1,Credit Card,0
T1802,3696,4661.17,POS Payment,,Desktop,Houston,4,10,3,Credit Card,0
T1803,2630,2207.28,Bill Payment,16,Desktop,Seattle,2,67,8,Credit Card,0
T1804,1162,2572.85,Online Purchase,2,Unknown Device,Seattle,1,53,14,Credit Card,0
T1805,3462,1588.77,Bank Transfer,13,Tablet,,2,76,12,Credit Card,0
T1806,2362,466.01,POS Payment,13,Mobile,Miami,0,52,14,Credit Card,0
T1807,2204,3048.91,Bill Payment,2,Desktop,San Francisco,3,108,14,Credit Card,0
T1808,2161,1114.06,ATM Withdrawal,11,Desktop,New York,2,20,2,Credit Card,0
T1809,4856,2043.52,Bank Transfer,1,Desktop,Seattle,4,5,3,Credit Card,0
T1810,3470,3991.32,ATM Withdrawal,11,Mobile,San Francisco,2,6,7,Credit Card,0
T1811,4159,1952.84,Bill Payment,16,Mobile,Miami,4,2,10,Credit Card,0
T1812,1886,1413.07,ATM Withdrawal,18,Tablet,San Francisco,3,64,5,Credit Card,0
T1813,4296,2624.15,Bank Transfer,0,Unknown Device,Houston,0,110,10,Credit Card,0
T1814,1558,1232.53,POS Payment,3,Desktop,Houston,4,88,12,Credit Card,0
T1815,1817,3137.11,Bank Transfer,0,Desktop,Boston,4,33,8,Credit Card,0
T1816,4888,4347.04,Bill Payment,20,Mobile,Houston,2,98,7,Credit Card,0
T1817,1443,3090.06,ATM Withdrawal,11,Mobile,San Francisco,3,50,13,Credit Card,0
T1818,2384,2710.59,POS Payment,9,Tablet,Chicago,0,67,8,Credit Card,0
T1819,3350,158.34,Bill Payment,7,Mobile,Seattle,3,67,9,Credit Card,0
T1820,4393,2230.74,Online Purchase,10,Desktop,San Francisco,0,92,14,Credit Card,0
T1821,1587,2378.59,Bank Transfer,2,Desktop,Boston,3,67,8,Credit Card,0
T1822,1200,1096.7,Online Purchase,12,Tablet,Los Angeles,3,13,7,Credit Card,1
T1823,1787,2852.9,POS Payment,11,Tablet,Boston,3,20,3,Credit Card,0
T1824,4707,637.59,Bill Payment,3,Unknown Device,Miami,4,42,9,Credit Card,0
T1825,4747,15.79,Bank Transfer,16,Tablet,Boston,0,9,14,Credit Card,0
T1826,4479,898.67,Online Purchase,12,Desktop,Los Angeles,2,117,3,Credit Card,0
T1827,1922,4014.56,ATM Withdrawal,,Desktop,Seattle,2,69,11,Credit Card,0
T1828,2409,1703.96,POS Payment,8,Mobile,San Francisco,0,54,14,Credit Card,0
T1829,4356,,Bank Transfer,19,Tablet,Los Angeles,4,18,13,Credit Card,1
T1830,3361,1840.49,Bank Transfer,1,Desktop,Miami,3,23,13,Credit Card,0
T1831,3895,4663.92,Bill Payment,2,Desktop,Houston,3,48,4,Credit Card,0
T1832,1194,532.67,POS Payment,3,Mobile,New York,3,92,14,Credit Card,0
T1833,1662,2935.65,ATM Withdrawal,,Mobile,Houston,4,119,10,Credit Card,0
T1834,1122,3861.72,Online Purchase,19,Desktop,Chicago,3,69,2,Credit Card,0
T1835,4523,994.73,Bill Payment,8,Tablet,Seattle,2,68,4,Credit Card,0
T1836,2360,3855.83,Bank Transfer,13,Desktop,New York,3,89,10,Credit Card,1
T1837,4213,164.83,Online Purchase,,Mobile,Houston,3,96,4,Credit Card,0
T1838,3542,3684.08,POS Payment,18,Mobile,Chicago,3,18,8,Credit Card,0
T1839,3253,2880.28,ATM Withdrawal,8,Desktop,Boston,3,59,7,Credit Card,0
T1840,1475,421.33,POS Payment,8,,Boston,0,22,3,Credit Card,0
T1841,1799,2779.41,Online Purchase,5,Desktop,Miami,1,76,7,Credit Card,0
T1842,3298,98.61,POS Payment,,Unknown Device,Houston,0,117,14,Credit Card,0
T1843,4795,112.97,ATM Withdrawal,10,Desktop,New York,2,34,6,Credit Card,0
T1844,1325,3374.8,ATM Withdrawal,18,Mobile,San Francisco,4,61,9,Credit Card,0
T1845,3119,1639.92,ATM Withdrawal,10,Desktop,New York,4,29,5,Credit Card,0
T1846,3987,1833.93,POS Payment,8,Mobile,,2,115,1,Credit Card,0
T1847,1607,1563.09,Bank Transfer,13,Desktop,New York,4,76,6,Credit Card,0
T1848,2581,2524.16,Bill Payment,20,Desktop,Los Angeles,0,111,12,Credit Card,0
T1849,3240,1336.5,Online Purchase,20,Desktop,Houston,0,95,12,Credit Card,0
T1850,3105,287.86,Bank Transfer,19,Tablet,San Francisco,1,36,13,Credit Card,0
T1851,1128,,POS Payment,15,Tablet,Boston,3,117,2,Credit Card,0
T1852,1851,2454.4,POS Payment,11,Mobile,San Francisco,3,65,2,Credit Card,0
T1853,4397,3666.53,ATM Withdrawal,4,Mobile,Boston,3,22,9,Credit Card,0
T1854,2135,4897.66,Bill Payment,0,Tablet,San Francisco,2,5,14,Credit Card,0
T1855,2498,2612.9,POS Payment,0,Desktop,Houston,1,95,1,Credit Card,0
T1856,4435,101.69,ATM Withdrawal,5,Unknown Device,,4,47,5,Credit Card,0
T1857,3259,2442.41,ATM Withdrawal,7,Tablet,Boston,2,2,13,Credit Card,0
T1858,1170,2120.08,ATM Withdrawal,1,Tablet,Los Angeles,0,41,10,Credit Card,0
T1859,3235,4107.75,Online Purchase,7,Desktop,Miami,4,30,4,Credit Card,0
T1860,4925,1779.51,POS Payment,6,Tablet,Los Angeles,1,106,14,Credit Card,0
T1861,4823,962.6,Bank Transfer,19,Tablet,,4,80,9,Credit Card,0
T1862,4990,3815.44,Bank Transfer,5,Desktop,New York,4,79,2,Credit Card,0
T1863,1298,628.92,POS Payment,10,Tablet,Houston,2,5,13,Credit Card,0
T1864,4148,961.66,POS Payment,,Mobile,Houston,3,26,11,Credit Card,0
T1865,1923,2794.53,Online Purchase,23,Desktop,Houston,0,100,3,Credit Card,0
T1866,2043,1335.65,Bank Transfer,20,Mobile,Chicago,4,25,4,Credit Card,0
T1867,1779,4319.26,POS Payment,11,Tablet,Los Angeles,2,111,5,Credit Card,0
T1868,2802,3544.59,Bank Transfer,3,Tablet,Chicago,4,28,9,Credit Card,0
T1869,1410,1931.81,Bank Transfer,10,Desktop,San Francisco,0,19,3,Credit Card,0
T1870,3853,536.26,Bank Transfer,22,Desktop,Miami,0,71,11,Credit Card,0
T1871,3657,3242.6,ATM Withdrawal,15,Tablet,New York,1,80,7,Credit Card,0
T1872,2471,,Bank Transfer,20,Tablet,Seattle,2,26,8,Credit Card,0
T1873,2907,1029.4,Online Purchase,21,Desktop,Chicago,1,102,4,Credit Card,0
T1874,2255,1670.75,POS Payment,15,Desktop,,4,77,2,Credit Card,0
T1875,1266,3103.59,POS Payment,4,Mobile,Chicago,2,66,9,Credit Card,0
T1876,4737,1372.95,Bill Payment,17,Tablet,,3,3,6,Credit Card,0
T1877,3699,222.36,POS Payment,3,Tablet,New York,0,50,14,Credit Card,0
T1878,1599,313.84,Bill Payment,23,Desktop,Miami,3,38,5,Credit Card,1
T1879,4637,977.32,Online Purchase,12,Mobile,New York,2,77,6,Credit Card,0
T1880,4701,3915.76,ATM Withdrawal,21,Mobile,Seattle,3,105,12,Credit Card,0
T1881,1259,4148.74,POS Payment,6,Desktop,Houston,2,54,3,Credit Card,0
T1882,2098,3334.5,Bank Transfer,12,Mobile,Miami,1,45,2,Credit Card,1
T1883,2657,341.34,POS Payment,23,Mobile,Los Angeles,1,57,14,Credit Card,0
T1884,4286,4158.22,Bank Transfer,0,Desktop,Seattle,4,77,13,Credit Card,0
T1885,1790,1526.41,Bill Payment,19,Mobile,Seattle,2,3,12,Credit Card,0
T1886,4569,3390.3,Bill Payment,4,Tablet,Miami,1,53,5,Credit Card,1
T1887,4611,3561.29,Online Purchase,10,Tablet,Houston,1,22,11,Credit Card,0
T1888,1746,3378.41,ATM Withdrawal,14,Mobile,New York,0,94,7,Credit Card,0
T1889,1537,203.09,Online Purchase,3,Tablet,San Francisco,3,74,5,Credit Card,0
T1890,2077,806.69,Online Purchase,20,Tablet,Los Angeles,4,31,2,Credit Card,0
T1891,3912,1554.16,Bank Transfer,9,Mobile,Houston,1,34,8,Credit Card,0
T1892,4485,4806.67,Bill Payment,23,Tablet,Houston,1,6,4,Credit Card,0
T1893,3126,4928.08,POS Payment,13,Desktop,New York,4,104,4,Credit Card,0
T1894,4288,1492,Bill Payment,23,Mobile,Houston,3,28,13,Credit Card,0
T1895,1946,1935.63,POS Payment,6,Desktop,Houston,0,33,1,Credit Card,0
T1896,3665,1843.35,Bank Transfer,19,Desktop,Boston,1,1,4,Credit Card,0
T1897,4317,1560.21,ATM Withdrawal,2,Desktop,San Francisco,3,51,12,Credit Card,0
T1898,1421,1303.27,POS Payment,15,Desktop,Miami,4,118,9,Credit Card,0
